"ID","default_flag","pred_br","score_pd","QTR","score_date","score_year","BAND","current_balance","MONTH","feature1_wt","feature2_wt"
"12027","1","0.887245","0.87707","2","01-06-2019","2019","9","35105","6","0","0"
"12028","0","0.510038","0.501287","1","14-11-2019","2019","5","57082","11","0","0"
"12029","0","0.169142","0.170303","1","24-08-2019","2019","2","68686","8","0","0"
"12030","1","0.770961","0.773061","4","08-11-2019","2019","8","15214","11","0","0"
"12031","0","0.845725","0.846272","2","02-07-2019","2019","8","80961","7","0","0"
"12032","1","0.830058","0.826869","4","30-03-2019","2019","8","81468","3","0","0"
"12033","0","0.508664","0.493805","2","06-11-2019","2019","5","77041","11","0","0"
"12034","1","0.813149","0.817848","4","05-08-2019","2019","8","15735","8","0","0"
"12035","1","0.863158","0.878127","1","17-07-2019","2019","9","40981","7","0","0"
"12036","0","0.192221","0.201265","1","08-10-2019","2019","2","58890","10","0","0"
"12037","1","0.749032","0.756833","3","14-04-2019","2019","8","3325","4","0","0"
"12038","1","0.261714","0.263203","1","04-01-2019","2019","3","69423","1","0","0"
"12039","1","0.507243","0.496832","4","02-08-2019","2019","5","35606","8","0","0"
"12040","0","0.450148","0.435132","3","03-12-2019","2019","4","64125","12","0","0"
"12041","0","0.782223","0.763423","4","07-02-2019","2019","8","86761","2","0","0"
"12042","0","0.207881","0.206988","1","12-03-2019","2019","2","46032","3","0","0"
"12043","1","0.650763","0.644059","3","17-04-2019","2019","6","24264","4","0","0"
"12044","0","0.313347","0.323236","2","26-09-2019","2019","3","20415","9","0","0"
"12045","0","0.503736","0.514652","2","18-09-2019","2019","5","79334","9","0","0"
"12046","0","0.279772","0.261666","3","09-11-2019","2019","3","99669","11","0","0"
"12047","1","0.39653","0.389446","4","04-09-2019","2019","4","94218","9","0","0"
"12048","0","0.181107","0.193384","1","18-03-2019","2019","2","57683","3","0","0"
"12049","1","0.83638","0.824514","3","27-09-2019","2019","8","7044","9","0","0"
"12050","1","0.562227","0.571365","2","16-03-2019","2019","6","65340","3","0","0"
"12051","0","0.442374","0.460196","3","03-03-2019","2019","5","76466","3","0","0"
"12052","0","0.228891","0.237691","1","10-10-2019","2019","2","97943","10","0","0"
"12053","1","0.735954","0.755745","4","28-07-2019","2019","8","25353","7","0","0"
"12054","0","0.443596","0.460315","1","04-01-2019","2019","5","58124","1","0","0"
"12055","1","0.47343","0.455485","3","15-04-2019","2019","5","84828","4","0","0"
"12056","0","0.654026","0.662646","4","25-01-2019","2019","7","36503","1","0","0"
"12057","0","0.746207","0.727988","4","19-09-2019","2019","7","58759","9","0","0"
"12058","0","0.237657","0.248643","1","07-05-2019","2019","2","36573","5","0","0"
"12059","0","0.580673","0.56415","3","05-04-2019","2019","6","69216","4","0","0"
"12060","1","0.128742","0.147853","4","01-08-2019","2019","1","70335","8","0","0"
"12061","1","0.25901","0.248181","3","23-04-2019","2019","2","6851","4","0","0"
"12062","1","0.863815","0.858773","3","16-05-2019","2019","9","96961","5","0","0"
"12063","1","0.652675","0.63544","4","25-06-2019","2019","6","14263","6","0","0"
"12064","1","0.829068","0.845047","2","21-07-2019","2019","8","70535","7","0","0"
"12065","0","0.362647","0.343709","3","30-03-2019","2019","3","99630","3","0","0"
"12066","1","0.830499","0.813","1","13-07-2019","2019","8","90107","7","0","0"
"12067","1","0.175091","0.180164","4","22-10-2019","2019","2","91380","10","0","0"
"12068","0","0.236949","0.231181","1","04-01-2019","2019","2","34178","1","0","0"
"12069","0","0.179976","0.17184","3","15-06-2019","2019","2","54874","6","0","0"
"12070","0","0.174655","0.164838","1","23-12-2019","2019","2","91659","12","0","0"
"12071","1","0.405762","0.398678","1","28-06-2019","2019","4","80966","6","0","0"
"12072","1","0.422733","0.40826","1","03-06-2019","2019","4","88154","6","0","0"
"12073","1","0.817645","0.834778","4","22-01-2019","2019","8","75775","1","0","0"
"12074","0","0.24363","0.251623","3","09-08-2019","2019","3","27944","8","0","0"
"12075","1","0.828434","0.821255","4","23-07-2019","2019","8","61399","7","0","0"
"12076","0","0.130265","0.119263","1","16-02-2019","2019","1","48998","2","0","0"
"12077","1","0.627548","0.61239","2","08-12-2019","2019","6","36128","12","0","0"
"12078","0","0.707071","0.717551","1","10-06-2019","2019","7","6155","6","0","0"
"12079","1","0.562729","0.552779","2","10-12-2019","2019","6","70693","12","0","0"
"12080","1","0.767537","0.776799","3","14-06-2019","2019","8","27182","6","0","0"
"12081","1","0.735695","0.717654","2","29-09-2019","2019","7","89023","9","0","0"
"12082","1","0.768814","0.755708","1","08-01-2019","2019","8","21403","1","0","0"
"12083","1","0.674177","0.673146","2","15-11-2019","2019","7","11873","11","0","0"
"12084","1","0.768195","0.770404","4","15-04-2019","2019","8","79937","4","0","0"
"12085","1","0.470995","0.467761","1","17-03-2019","2019","5","35554","3","0","0"
"12086","1","0.375556","0.382769","1","24-04-2019","2019","4","61633","4","0","0"
"12087","1","0.826484","0.807883","2","09-12-2019","2019","8","70517","12","0","0"
"12088","0","0.219159","0.221799","1","14-12-2019","2019","2","77474","12","0","0"
"12089","0","0.179597","0.186525","2","20-10-2019","2019","2","23492","10","0","0"
"12090","1","0.753467","0.761601","3","16-08-2019","2019","8","42560","8","0","0"
"12091","1","0.634748","0.63792","3","06-02-2019","2019","6","74471","2","0","0"
"12092","1","0.468049","0.462744","3","12-08-2019","2019","5","43651","8","0","0"
"12093","1","0.123856","0.133782","2","07-09-2019","2019","1","88909","9","0","0"
"12094","0","0.678389","0.658667","3","16-04-2019","2019","7","58458","4","0","0"
"12095","1","0.701114","0.690796","1","15-07-2019","2019","7","48320","7","0","0"
"12096","0","0.197062","0.191451","2","05-01-2019","2019","2","92077","1","0","0"
"12097","0","0.740892","0.73138","2","10-07-2019","2019","7","81180","7","0","0"
"12098","1","0.798251","0.799444","1","26-01-2019","2019","8","1350","1","0","0"
"12099","0","0.134046","0.138221","4","05-10-2019","2019","1","67912","10","0","0"
"12100","0","0.147881","0.133327","3","20-08-2019","2019","1","41741","8","0","0"
"12101","0","0.613662","0.615943","2","05-02-2019","2019","6","3820","2","0","0"
"12102","1","0.206513","0.192073","4","16-09-2019","2019","2","59518","9","0","0"
"12103","0","0.154311","0.147294","3","26-05-2019","2019","1","43299","5","0","0"
"12104","0","0.51557","0.511558","1","13-02-2019","2019","5","40867","2","0","0"
"12105","0","0.468256","0.472496","2","22-12-2019","2019","5","79952","12","0","0"
"12106","0","0.125603","0.120725","2","18-10-2019","2019","1","30008","10","0","0"
"12107","1","0.456831","0.472711","2","03-05-2019","2019","5","66215","5","0","0"
"12108","0","0.236067","0.241362","1","23-01-2019","2019","2","19676","1","0","0"
"12109","0","0.330226","0.331325","4","24-08-2019","2019","3","19793","8","0","0"
"12110","1","0.619535","0.634508","3","22-07-2019","2019","6","32639","7","0","0"
"12111","0","0.719799","0.735796","2","01-07-2019","2019","7","37810","7","0","0"
"12112","0","0.126533","0.128917","3","30-08-2019","2019","1","83714","8","0","0"
"12113","1","0.493142","0.487831","3","24-10-2019","2019","5","39338","10","0","0"
"12114","0","0.647114","0.666557","4","26-01-2019","2019","7","28907","1","0","0"
"12115","0","0.525065","0.527565","4","29-10-2019","2019","5","44981","10","0","0"
"12116","1","0.373947","0.376935","1","09-04-2019","2019","4","32456","4","0","0"
"12117","0","0.384319","0.365904","3","24-03-2019","2019","4","46958","3","0","0"
"12118","1","0.358974","0.353725","4","28-08-2019","2019","4","64742","8","0","0"
"12119","0","0.257736","0.247379","2","09-08-2019","2019","2","31486","8","0","0"
"12120","0","0.708547","0.717539","3","15-09-2019","2019","7","59574","9","0","0"
"12121","1","0.727826","0.72131","4","29-11-2019","2019","7","21183","11","0","0"
"12122","1","0.651479","0.65892","2","13-12-2019","2019","7","89560","12","0","0"
"12123","1","0.779726","0.775816","2","28-02-2019","2019","8","37834","2","0","0"
"12124","1","0.165773","0.17287","4","30-10-2019","2019","2","9157","10","0","0"
"12125","1","0.288932","0.307223","3","25-01-2019","2019","3","99275","1","0","0"
"12126","1","0.165644","0.148347","2","24-10-2019","2019","1","91031","10","0","0"
"12127","0","0.241075","0.235235","3","19-06-2019","2019","2","33589","6","0","0"
"12128","1","0.851459","0.83206","4","02-03-2019","2019","8","34726","3","0","0"
"12129","1","0.656765","0.674709","4","11-04-2019","2019","7","47893","4","0","0"
"12130","0","0.586929","0.583239","4","13-06-2019","2019","6","46190","6","0","0"
"12131","0","0.146333","0.164258","2","17-09-2019","2019","2","64702","9","0","0"
"12132","0","0.527401","0.517657","3","03-09-2019","2019","5","84170","9","0","0"
"12133","0","0.336292","0.350128","2","22-01-2019","2019","4","73817","1","0","0"
"12134","0","0.196152","0.183142","4","06-03-2019","2019","2","51866","3","0","0"
"12135","0","0.13714","0.156355","1","29-11-2019","2019","2","45290","11","0","0"
"12136","1","0.486143","0.492174","3","06-02-2019","2019","5","52830","2","0","0"
"12137","0","0.872866","0.876283","4","23-03-2019","2019","9","94874","3","0","0"
"12138","0","0.25754","0.273266","1","24-07-2019","2019","3","19109","7","0","0"
"12139","1","0.518834","0.507473","4","22-02-2019","2019","5","20451","2","0","0"
"12140","0","0.13763","0.141782","3","27-01-2019","2019","1","72174","1","0","0"
"12141","1","0.648781","0.654767","1","09-07-2019","2019","7","62251","7","0","0"
"12142","1","0.517262","0.52876","4","04-02-2019","2019","5","58005","2","0","0"
"12143","0","0.879435","0.866828","4","10-03-2019","2019","9","67207","3","0","0"
"12144","0","0.788993","0.787253","3","13-12-2019","2019","8","69186","12","0","0"
"12145","1","0.268496","0.283435","1","02-01-2019","2019","3","31968","1","0","0"
"12146","1","0.782502","0.777542","3","26-07-2019","2019","8","21103","7","0","0"
"12147","1","0.808082","0.811067","2","21-02-2019","2019","8","4811","2","0","0"
"12148","1","0.757917","0.756618","2","24-11-2019","2019","8","74509","11","0","0"
"12149","1","0.845149","0.861626","1","27-01-2019","2019","9","27334","1","0","0"
"12150","0","0.421743","0.40324","4","15-05-2019","2019","4","3766","5","0","0"
"12151","1","0.254543","0.258691","3","19-05-2019","2019","3","50463","5","0","0"
"12152","1","0.316138","0.307733","2","27-10-2019","2019","3","78458","10","0","0"
"12153","1","0.433205","0.447204","2","17-09-2019","2019","4","37540","9","0","0"
"12154","1","0.645689","0.661719","4","06-11-2019","2019","7","40081","11","0","0"
"12155","0","0.242915","0.262311","2","28-05-2019","2019","3","84610","5","0","0"
"12156","1","0.477981","0.494164","4","02-08-2019","2019","5","4679","8","0","0"
"12157","0","0.184977","0.20372","3","03-09-2019","2019","2","69216","9","0","0"
"12158","0","0.390686","0.382235","1","06-04-2019","2019","4","87328","4","0","0"
"12159","1","0.741046","0.756334","1","20-01-2019","2019","8","70184","1","0","0"
"12160","0","0.30018","0.307692","2","18-02-2019","2019","3","33308","2","0","0"
"12161","1","0.719625","0.710237","4","26-09-2019","2019","7","95766","9","0","0"
"12162","0","0.20627","0.223026","2","18-07-2019","2019","2","53847","7","0","0"
"12163","0","0.463151","0.456388","3","12-03-2019","2019","5","28962","3","0","0"
"12164","0","0.129697","0.137079","2","02-01-2019","2019","1","43604","1","0","0"
"12165","0","0.650511","0.635203","4","16-11-2019","2019","6","36535","11","0","0"
"12166","1","0.306091","0.325933","4","31-08-2019","2019","3","19570","8","0","0"
"12167","1","0.484267","0.503509","2","27-04-2019","2019","5","36914","4","0","0"
"12168","1","0.633634","0.621009","3","12-08-2019","2019","6","30586","8","0","0"
"12169","1","0.66966","0.672122","1","15-01-2019","2019","7","58288","1","0","0"
"12170","1","0.565396","0.553566","1","27-04-2019","2019","6","49178","4","0","0"
"12171","1","0.837849","0.82653","3","15-02-2019","2019","8","28391","2","0","0"
"12172","0","0.187445","0.179508","2","20-05-2019","2019","2","68587","5","0","0"
"12173","1","0.749642","0.761767","1","23-04-2019","2019","8","28443","4","0","0"
"12174","1","0.255894","0.250539","4","06-03-2019","2019","3","23996","3","0","0"
"12175","0","0.658751","0.642565","1","27-11-2019","2019","6","70821","11","0","0"
"12176","1","0.640024","0.648359","3","27-06-2019","2019","6","8785","6","0","0"
"12177","1","0.837277","0.842576","3","22-05-2019","2019","8","65461","5","0","0"
"12178","1","0.680901","0.692528","3","25-11-2019","2019","7","34683","11","0","0"
"12179","1","0.850877","0.86349","3","30-04-2019","2019","9","4532","4","0","0"
"12180","0","0.330999","0.314542","4","17-01-2019","2019","3","7378","1","0","0"
"12181","0","0.431876","0.439849","3","15-01-2019","2019","4","14664","1","0","0"
"12182","0","0.274086","0.29198","2","27-06-2019","2019","3","96130","6","0","0"
"12183","0","0.347568","0.331774","4","20-12-2019","2019","3","68278","12","0","0"
"12184","1","0.346907","0.341265","1","08-03-2019","2019","3","17772","3","0","0"
"12185","1","0.433917","0.416088","2","14-02-2019","2019","4","43753","2","0","0"
"12186","0","0.21072","0.195935","1","30-12-2019","2019","2","45736","12","0","0"
"12187","1","0.762387","0.745677","3","19-01-2019","2019","7","35223","1","0","0"
"12188","0","0.268243","0.259032","2","31-01-2019","2019","3","2561","1","0","0"
"12189","0","0.142694","0.128399","3","16-03-2019","2019","1","76978","3","0","0"
"12190","0","0.696378","0.694416","2","04-01-2019","2019","7","44733","1","0","0"
"12191","0","0.395794","0.404427","2","18-06-2019","2019","4","11608","6","0","0"
"12192","1","0.834364","0.848036","3","04-01-2019","2019","8","33739","1","0","0"
"12193","1","0.858981","0.864824","3","14-09-2019","2019","9","82757","9","0","0"
"12194","0","0.158717","0.144943","3","08-10-2019","2019","1","38225","10","0","0"
"12195","0","0.165029","0.174027","3","19-09-2019","2019","2","16278","9","0","0"
"12196","1","0.679099","0.66926","4","03-10-2019","2019","7","89122","10","0","0"
"12197","0","0.263866","0.249344","1","25-07-2019","2019","2","19777","7","0","0"
"12198","0","0.706059","0.71065","4","20-03-2019","2019","7","31444","3","0","0"
"12199","0","0.217716","0.222852","2","10-05-2019","2019","2","36475","5","0","0"
"12200","0","0.870447","0.855684","4","08-08-2019","2019","9","90115","8","0","0"
"12201","1","0.30257","0.29351","3","10-11-2019","2019","3","80754","11","0","0"
"12202","0","0.313699","0.32965","2","28-09-2019","2019","3","94534","9","0","0"
"12203","0","0.434225","0.451251","2","29-07-2019","2019","5","16463","7","0","0"
"12204","1","0.812815","0.809543","4","06-09-2019","2019","8","8472","9","0","0"
"12205","0","0.322591","0.331757","2","01-12-2019","2019","3","48219","12","0","0"
"12206","0","0.425116","0.445055","3","19-03-2019","2019","4","12159","3","0","0"
"12207","1","0.757575","0.742273","1","21-01-2019","2019","7","25779","1","0","0"
"12208","0","0.392377","0.387376","1","19-10-2019","2019","4","77407","10","0","0"
"12209","0","0.55611","0.544676","2","15-01-2019","2019","5","25172","1","0","0"
"12210","0","0.523607","0.513603","2","25-10-2019","2019","5","51965","10","0","0"
"12211","0","0.510585","0.529448","3","11-07-2019","2019","5","37504","7","0","0"
"12212","1","0.863275","0.849064","4","06-10-2019","2019","8","19260","10","0","0"
"12213","1","0.749298","0.74472","4","18-08-2019","2019","7","91334","8","0","0"
"12214","1","0.675849","0.656542","3","17-09-2019","2019","7","70232","9","0","0"
"12215","0","0.146484","0.137161","4","29-03-2019","2019","1","64448","3","0","0"
"12216","0","0.829768","0.816265","4","21-01-2019","2019","8","9658","1","0","0"
"12217","1","0.7624","0.747644","2","10-10-2019","2019","7","74446","10","0","0"
"12218","1","0.838871","0.852178","4","20-06-2019","2019","9","7557","6","0","0"
"12219","0","0.127322","0.144676","4","07-08-2019","2019","1","44245","8","0","0"
"12220","1","0.691509","0.701357","1","08-01-2019","2019","7","90167","1","0","0"
"12221","1","0.892211","0.876549","1","03-04-2019","2019","9","85611","4","0","0"
"12222","0","0.150869","0.161706","2","13-05-2019","2019","2","40205","5","0","0"
"12223","0","0.698542","0.716526","3","29-05-2019","2019","7","43841","5","0","0"
"12224","1","0.469896","0.454547","4","03-07-2019","2019","5","72203","7","0","0"
"12225","1","0.8164","0.822173","3","18-10-2019","2019","8","81308","10","0","0"
"12226","0","0.160058","0.174804","2","04-07-2019","2019","2","54627","7","0","0"
"12227","1","0.671508","0.66263","2","07-06-2019","2019","7","86950","6","0","0"
"12228","0","0.689667","0.683756","2","14-07-2019","2019","7","30809","7","0","0"
"12229","1","0.800137","0.782247","3","09-02-2019","2019","8","33191","2","0","0"
"12230","0","0.137453","0.155447","4","28-12-2019","2019","2","26924","12","0","0"
"12231","0","0.473895","0.482369","1","22-02-2019","2019","5","88154","2","0","0"
"12232","0","0.525771","0.527654","2","26-06-2019","2019","5","91799","6","0","0"
"12233","0","0.399278","0.40156","4","05-10-2019","2019","4","24162","10","0","0"
"12234","1","0.767267","0.777531","1","08-01-2019","2019","8","8405","1","0","0"
"12235","0","0.462851","0.452458","3","27-05-2019","2019","5","94624","5","0","0"
"12236","1","0.424419","0.408975","3","23-11-2019","2019","4","46055","11","0","0"
"12237","1","0.81084","0.826178","3","19-03-2019","2019","8","58401","3","0","0"
"12238","1","0.694692","0.710381","2","05-11-2019","2019","7","52552","11","0","0"
"12239","1","0.379717","0.376952","2","18-09-2019","2019","4","26739","9","0","0"
"12240","1","0.608492","0.607595","4","23-03-2019","2019","6","30567","3","0","0"
"12241","0","0.285468","0.266455","2","31-07-2019","2019","3","13894","7","0","0"
"12242","1","0.409685","0.428205","2","09-10-2019","2019","4","52889","10","0","0"
"12243","0","0.619216","0.625566","2","09-09-2019","2019","6","42695","9","0","0"
"12244","0","0.254424","0.245829","2","24-12-2019","2019","2","98479","12","0","0"
"12245","1","0.855146","0.839229","3","24-07-2019","2019","8","41298","7","0","0"
"12246","0","0.157187","0.163039","1","14-03-2019","2019","2","12075","3","0","0"
"12247","0","0.367655","0.360232","1","07-01-2019","2019","4","48339","1","0","0"
"12248","1","0.641886","0.640284","4","31-07-2019","2019","6","76828","7","0","0"
"12249","0","0.82927","0.83104","2","31-01-2019","2019","8","99380","1","0","0"
"12250","1","0.814521","0.830284","4","23-06-2019","2019","8","73808","6","0","0"
"12251","0","0.35375","0.334696","3","26-04-2019","2019","3","74815","4","0","0"
"12252","1","0.480812","0.46289","4","02-03-2019","2019","5","54345","3","0","0"
"12253","1","0.294759","0.300466","2","30-11-2019","2019","3","68976","11","0","0"
"12254","1","0.780874","0.763773","1","20-10-2019","2019","8","28133","10","0","0"
"12255","0","0.20079","0.202446","4","26-11-2019","2019","2","78530","11","0","0"
"12256","1","0.346503","0.333982","2","15-07-2019","2019","3","19768","7","0","0"
"12257","1","0.616372","0.606741","3","05-09-2019","2019","6","78013","9","0","0"
"12258","1","0.638641","0.651982","1","29-12-2019","2019","7","33399","12","0","0"
"12259","0","0.529176","0.535456","2","25-08-2019","2019","5","40087","8","0","0"
"12260","0","0.617431","0.622144","1","22-06-2019","2019","6","29609","6","0","0"
"12261","1","0.755657","0.771724","4","25-02-2019","2019","8","19132","2","0","0"
"12262","0","0.145646","0.15781","1","21-07-2019","2019","2","39754","7","0","0"
"12263","1","0.522509","0.53717","1","26-03-2019","2019","5","65135","3","0","0"
"12264","1","0.723931","0.736294","3","21-08-2019","2019","7","98789","8","0","0"
"12265","0","0.858021","0.843026","4","01-08-2019","2019","8","62940","8","0","0"
"12266","1","0.674828","0.671311","1","17-04-2019","2019","7","92041","4","0","0"
"12267","1","0.486246","0.472824","4","19-03-2019","2019","5","30699","3","0","0"
"12268","0","0.325355","0.335152","4","30-01-2019","2019","3","95135","1","0","0"
"12269","1","0.788397","0.797602","1","17-03-2019","2019","8","8280","3","0","0"
"12270","0","0.72728","0.725554","3","15-09-2019","2019","7","84266","9","0","0"
"12271","0","0.848133","0.85404","2","20-01-2019","2019","9","62155","1","0","0"
"12272","1","0.806033","0.821293","3","13-01-2019","2019","8","86965","1","0","0"
"12273","1","0.855128","0.849361","2","23-10-2019","2019","8","68372","10","0","0"
"12274","1","0.474496","0.466835","2","27-11-2019","2019","5","57008","11","0","0"
"12275","0","0.600829","0.595537","4","21-03-2019","2019","6","68425","3","0","0"
"12276","0","0.188781","0.17136","3","11-01-2019","2019","2","6410","1","0","0"
"12277","1","0.125558","0.126441","2","22-02-2019","2019","1","36297","2","0","0"
"12278","1","0.535272","0.519854","1","30-05-2019","2019","5","35022","5","0","0"
"12279","1","0.732048","0.733553","1","21-08-2019","2019","7","97002","8","0","0"
"12280","1","0.346392","0.360574","3","02-10-2019","2019","4","1243","10","0","0"
"12281","1","0.818718","0.810387","4","18-11-2019","2019","8","49288","11","0","0"
"12282","0","0.177302","0.165054","4","21-09-2019","2019","2","60615","9","0","0"
"12283","0","0.348697","0.334897","4","11-12-2019","2019","3","64722","12","0","0"
"12284","1","0.637815","0.643677","2","11-10-2019","2019","6","86520","10","0","0"
"12285","0","0.140042","0.129299","1","20-11-2019","2019","1","25703","11","0","0"
"12286","0","0.407663","0.426691","3","10-06-2019","2019","4","82058","6","0","0"
"12287","0","0.332766","0.323538","4","01-11-2019","2019","3","4978","11","0","0"
"12288","1","0.86699","0.869134","3","01-02-2019","2019","9","87635","2","0","0"
"12289","0","0.792394","0.775868","1","27-09-2019","2019","8","82717","9","0","0"
"12290","1","0.314344","0.327763","1","28-06-2019","2019","3","72903","6","0","0"
"12291","0","0.181487","0.163146","1","27-06-2019","2019","2","68379","6","0","0"
"12292","1","0.671981","0.68479","2","17-09-2019","2019","7","18931","9","0","0"
"12293","1","0.214305","0.227401","2","18-03-2019","2019","2","16128","3","0","0"
"12294","0","0.316463","0.331874","2","02-07-2019","2019","3","45848","7","0","0"
"12295","1","0.515347","0.533841","1","23-01-2019","2019","5","16330","1","0","0"
"12296","0","0.162893","0.173024","1","26-09-2019","2019","2","89926","9","0","0"
"12297","1","0.883298","0.870973","4","11-05-2019","2019","9","89733","5","0","0"
"12298","1","0.426259","0.438589","2","23-08-2019","2019","4","89635","8","0","0"
"12299","0","0.296663","0.313875","4","24-10-2019","2019","3","1846","10","0","0"
"12300","0","0.317538","0.298047","3","23-02-2019","2019","3","70151","2","0","0"
"12301","1","0.811716","0.824438","3","09-06-2019","2019","8","61070","6","0","0"
"12302","0","0.543314","0.525569","2","08-04-2019","2019","5","54185","4","0","0"
"12303","0","0.117632","0.132229","3","01-01-2019","2019","1","98802","1","0","0"
"12304","1","0.87372","0.872692","3","30-11-2019","2019","9","24273","11","0","0"
"12305","0","0.476824","0.486884","2","11-06-2019","2019","5","64796","6","0","0"
"12306","0","0.221898","0.223854","1","02-01-2019","2019","2","65728","1","0","0"
"12307","1","0.749801","0.736992","1","18-04-2019","2019","7","66305","4","0","0"
"12308","0","0.400649","0.417475","3","12-01-2019","2019","4","9470","1","0","0"
"12309","1","0.643359","0.626609","1","31-05-2019","2019","6","87392","5","0","0"
"12310","0","0.616927","0.608993","3","16-12-2019","2019","6","43765","12","0","0"
"12311","1","0.703693","0.687417","4","13-08-2019","2019","7","37951","8","0","0"
"12312","0","0.132775","0.121123","3","01-05-2019","2019","1","36616","5","0","0"
"12313","1","0.768337","0.786635","1","13-04-2019","2019","8","9765","4","0","0"
"12314","0","0.366205","0.356261","1","25-10-2019","2019","4","13569","10","0","0"
"12315","1","0.185168","0.187714","1","15-07-2019","2019","2","73705","7","0","0"
"12316","1","0.759373","0.769386","4","31-10-2019","2019","8","60709","10","0","0"
"12317","1","0.483837","0.491987","4","20-07-2019","2019","5","59636","7","0","0"
"12318","0","0.225813","0.212611","4","21-09-2019","2019","2","69207","9","0","0"
"12319","0","0.39199","0.411553","4","06-12-2019","2019","4","29195","12","0","0"
"12320","1","0.800348","0.788251","2","07-01-2019","2019","8","47271","1","0","0"
"12321","0","0.149813","0.133033","4","01-07-2019","2019","1","38981","7","0","0"
"12322","1","0.798578","0.802289","4","03-06-2019","2019","8","71331","6","0","0"
"12323","1","0.714786","0.717507","4","21-03-2019","2019","7","89202","3","0","0"
"12324","1","0.361631","0.348131","4","09-07-2019","2019","3","10889","7","0","0"
"12325","0","0.443161","0.442072","2","24-11-2019","2019","4","58486","11","0","0"
"12326","1","0.138262","0.130937","4","25-01-2019","2019","1","48970","1","0","0"
"12327","1","0.670472","0.681952","4","09-07-2019","2019","7","63521","7","0","0"
"12328","0","0.286628","0.286196","2","21-11-2019","2019","3","61838","11","0","0"
"12329","0","0.528837","0.522945","4","06-11-2019","2019","5","77578","11","0","0"
"12330","0","0.2111","0.205968","3","11-01-2019","2019","2","56653","1","0","0"
"12331","1","0.788601","0.800331","1","23-05-2019","2019","8","88204","5","0","0"
"12332","0","0.168976","0.168911","4","22-03-2019","2019","2","57235","3","0","0"
"12333","1","0.853935","0.845455","1","25-10-2019","2019","8","64781","10","0","0"
"12334","0","0.352519","0.345403","1","04-06-2019","2019","3","21501","6","0","0"
"12335","0","0.747238","0.747274","3","14-09-2019","2019","7","71325","9","0","0"
"12336","1","0.896477","0.87883","3","01-04-2019","2019","9","65676","4","0","0"
"12337","1","0.305048","0.303103","1","08-08-2019","2019","3","41850","8","0","0"
"12338","1","0.616188","0.627037","2","24-05-2019","2019","6","15498","5","0","0"
"12339","0","0.296502","0.303358","2","23-05-2019","2019","3","26020","5","0","0"
"12340","1","0.775312","0.786722","4","12-09-2019","2019","8","45166","9","0","0"
"12341","1","0.173534","0.16095","1","05-07-2019","2019","2","12944","7","0","0"
"12342","1","0.734791","0.72965","1","29-03-2019","2019","7","11160","3","0","0"
"12343","0","0.677077","0.677734","2","08-08-2019","2019","7","58160","8","0","0"
"12344","1","0.67074","0.670151","4","04-02-2019","2019","7","27377","2","0","0"
"12345","1","0.814993","0.83173","1","01-07-2019","2019","8","80781","7","0","0"
"12346","0","0.152928","0.170945","1","11-04-2019","2019","2","95798","4","0","0"
"12347","0","0.743481","0.755164","4","09-01-2019","2019","8","15356","1","0","0"
"12348","0","0.137607","0.124906","2","16-12-2019","2019","1","7855","12","0","0"
"12349","1","0.707953","0.690017","2","22-06-2019","2019","7","22835","6","0","0"
"12350","1","0.242277","0.25601","1","08-01-2019","2019","3","85713","1","0","0"
"12351","0","0.339098","0.338111","4","10-03-2019","2019","3","8617","3","0","0"
"12352","1","0.663931","0.672626","1","28-02-2019","2019","7","96837","2","0","0"
"12353","0","0.180862","0.163418","4","11-06-2019","2019","2","21216","6","0","0"
"12354","1","0.621789","0.637363","4","27-05-2019","2019","6","98628","5","0","0"
"12355","0","0.169309","0.156171","4","23-08-2019","2019","2","80535","8","0","0"
"12356","1","0.758252","0.76218","2","06-10-2019","2019","8","7397","10","0","0"
"12357","1","0.49655","0.491899","2","17-04-2019","2019","5","58149","4","0","0"
"12358","1","0.628574","0.617062","4","16-02-2019","2019","6","86240","2","0","0"
"12359","1","0.814551","0.801302","4","06-07-2019","2019","8","19703","7","0","0"
"12360","0","0.148552","0.140034","1","27-10-2019","2019","1","73528","10","0","0"
"12361","1","0.838689","0.840499","4","24-07-2019","2019","8","72955","7","0","0"
"12362","1","0.803206","0.795236","2","26-11-2019","2019","8","96072","11","0","0"
"12363","1","0.498589","0.50511","3","08-07-2019","2019","5","30633","7","0","0"
"12364","1","0.882129","0.877449","1","21-02-2019","2019","9","40313","2","0","0"
"12365","0","0.237117","0.24987","3","14-07-2019","2019","2","42763","7","0","0"
"12366","0","0.391309","0.408674","4","08-10-2019","2019","4","67086","10","0","0"
"12367","1","0.260913","0.258943","2","08-01-2019","2019","3","49450","1","0","0"
"12368","1","0.384768","0.40299","1","09-06-2019","2019","4","35149","6","0","0"
"12369","0","0.784666","0.802129","1","11-05-2019","2019","8","96844","5","0","0"
"12370","0","0.291039","0.290399","2","14-04-2019","2019","3","84437","4","0","0"
"12371","1","0.839088","0.831068","2","14-01-2019","2019","8","69979","1","0","0"
"12372","0","0.451737","0.457765","3","03-05-2019","2019","5","33058","5","0","0"
"12373","1","0.833244","0.846866","1","01-10-2019","2019","8","60458","10","0","0"
"12374","1","0.789061","0.807187","4","28-06-2019","2019","8","14104","6","0","0"
